-1.87636,-1.32199,0
-1.85257,-1.32199,0
-1.82878,-1.32199,0
-1.805,-1.32199,0
-1.78121,-1.32199,0
-1.75742,-1.32199,0
-1.73363,-1.32199,0
-1.70984,-1.32199,0
-1.68606,-1.32199,0
-1.66227,-1.32199,0
-1.63848,-1.32199,0
-1.61469,-1.32199,0
-1.5909,-1.32199,0
-1.56712,-1.32199,0
-1.54333,-1.32199,0
-1.51954,-1.32199,0
-1.49575,-1.32199,0
-1.47196,-1.32199,0
-1.44818,-1.32199,0
-1.42439,-1.32199,0
-1.4006,-1.32199,0
-1.37681,-1.32199,0
-1.35302,-1.32199,0
-1.32924,-1.32199,0
-1.30545,-1.32199,0
-1.28166,-1.32199,0
-1.25787,-1.32199,0
-1.23408,-1.32199,0
-1.2103,-1.32199,0
-1.18651,-1.32199,0
-1.16272,-1.32199,0
-1.13893,-1.32199,0
-1.11514,-1.32199,0
-1.09136,-1.32199,0
-1.06757,-1.32199,0
-1.04378,-1.32199,0
-1.01999,-1.32199,0
-0.996204,-1.32199,0
-0.972416,-1.32199,0
-0.948628,-1.32199,0
-0.92484,-1.32199,0
-0.901052,-1.32199,0
-0.877264,-1.32199,0
-0.853476,-1.32199,0
-0.829688,-1.32199,0
-0.8059,-1.32199,0
-0.782112,-1.32199,0
-0.758324,-1.32199,0
-0.734536,-1.32199,0
-0.710748,-1.32199,0
-0.68696,-1.32199,0
-0.663172,-1.32199,0
-0.639384,-1.32199,0
-0.615596,-1.32199,0
-0.591808,-1.32199,0
-0.56802,-1.32199,0
-0.544232,-1.32199,0
-0.520444,-1.32199,0
-0.496656,-1.32199,0
-0.472868,-1.32199,1
-0.44908,-1.32199,1
-0.425292,-1.32199,1
-0.401504,-1.32199,1
-0.377716,-1.32199,1
-0.353928,-1.32199,1
-0.33014,-1.32199,1
-0.306352,-1.32199,1
-0.282564,-1.32199,1
-0.258776,-1.32199,1
-0.234988,-1.32199,1
-0.2112,-1.32199,1
-0.187412,-1.32199,1
-0.163624,-1.32199,1
-0.139836,-1.32199,1
-0.116048,-1.32199,1
-0.0922599,-1.32199,1
-0.0684719,-1.32199,1
-0.0446839,-1.32199,1
-0.0208959,-1.32199,1
0.00289211,-1.32199,1
0.0266801,-1.32199,1
0.0504681,-1.32199,1
0.0742561,-1.32199,1
0.0980442,-1.32199,1
0.121832,-1.32199,1
0.14562,-1.32199,1
0.169408,-1.32199,1
0.193196,-1.32199,1
0.216984,-1.32199,1
0.240772,-1.32199,1
0.26456,-1.32199,1
0.288348,-1.32199,1
0.312136,-1.32199,1
0.335924,-1.32199,1
0.359712,-1.32199,1
0.3835,-1.32199,1
0.407288,-1.32199,1
0.431076,-1.32199,1
0.454864,-1.32199,1
0.478652,-1.32199,1
0.50244,-1.32199,1
0.526228,-1.32199,1
0.550016,-1.32199,1
0.573804,-1.32199,1
0.597592,-1.32199,1
0.62138,-1.32199,1
0.645168,-1.32199,1
0.668956,-1.32199,1
0.692745,-1.32199,1
0.716533,-1.32199,1
0.740321,-1.32199,1
0.764109,-1.32199,1
0.787897,-1.32199,1
0.811685,-1.32199,1
0.835473,-1.32199,1
0.859261,-1.32199,1
0.883049,-1.32199,1
0.906837,-1.32199,1
0.930625,-1.32199,1
0.954413,-1.32199,1
0.978201,-1.32199,1
1.00199,-1.32199,1
1.02578,-1.32199,1
1.04956,-1.32199,1
1.07335,-1.32199,1
1.09714,-1.32199,1
1.12093,-1.32199,1
1.14472,-1.32199,1
1.1685,-1.32199,1
1.19229,-1.32199,1
1.21608,-1.32199,1
1.23987,-1.32199,1
1.26366,-1.32199,1
1.28744,-1.32199,1
1.31123,-1.32199,1
1.33502,-1.32199,1
1.35881,-1.32199,1
1.3826,-1.32199,1
1.40638,-1.32199,1
1.43017,-1.32199,1
1.45396,-1.32199,1
1.47775,-1.32199,1
1.50154,-1.32199,1
1.52532,-1.32199,1
1.54911,-1.32199,1
1.5729,-1.32199,1
1.59669,-1.32199,1
1.62048,-1.32199,1
1.64427,-1.32199,1
1.66805,-1.32199,1
1.69184,-1.32199,1
1.71563,-1.32199,1
1.73942,-1.32199,1
1.76321,-1.32199,1
1.78699,-1.32199,1
1.81078,-1.32199,1
1.83457,-1.32199,1
1.85836,-1.32199,1
1.88215,-1.32199,1
1.90593,-1.32199,1
1.92972,-1.32199,1
1.95351,-1.32199,1
1.9773,-1.32199,1
2.00109,-1.32199,1
2.02487,-1.32199,1
2.04866,-1.32199,1
2.07245,-1.32199,1
2.09624,-1.32199,1
2.12003,-1.32199,1
2.14381,-1.32199,1
2.1676,-1.32199,1
2.19139,-1.32199,1
2.21518,-1.32199,1
2.23897,-1.32199,1
2.26275,-1.32199,1
2.28654,-1.32199,1
2.31033,-1.32199,1
2.33412,-1.32199,1
2.35791,-1.32199,1
2.38169,-1.32199,1
2.40548,-1.32199,1
2.42927,-1.32199,1
2.45306,-1.32199,1
2.47685,-1.32199,1
2.50063,-1.32199,1
2.52442,-1.32199,1
2.54821,-1.32199,1
2.572,-1.32199,1
2.59579,-1.32199,1
2.61957,-1.32199,1
2.64336,-1.32199,1
2.66715,-1.32199,1
2.69094,-1.32199,1
2.71473,-1.32199,1
2.73851,-1.32199,1
2.7623,-1.32199,1
2.78609,-1.32199,1
2.80988,-1.32199,1
2.83367,-1.32199,1
2.85745,-1.32199,1
-1.87636,-1.30614,0
-1.85257,-1.30614,0
-1.82878,-1.30614,0
-1.805,-1.30614,0
-1.78121,-1.30614,0
-1.75742,-1.30614,0
-1.73363,-1.30614,0
-1.70984,-1.30614,0
-1.68606,-1.30614,0
-1.66227,-1.30614,0
